-0.0132650138,0.032128412,-0.013456994,-0.0101
-0.010334036,0.022779883,-0.004814509,-0.01585
-0.0099873222,0.023632062,-0.008518431,-0.01224
-0.0036259054,-0.028198214,-0.00786862,-0.01652
-2.38E-04,-0.026277632,-0.010337902,-0.01247
-0.0192613676,0.029991605,-0.007153828,-0.00789
-0.0018996763,0.029635471,-0.011572543,-0.00692
-0.0041257918,-0.023161456,-0.001890359,0.00232
0.0199938643,-0.005825342,0.001098771,-3.50E-04
-0.006988586,0.030958256,-0.003060019,0.00156
0.0097213218,-0.028605225,-0.004164698,-0.00735
0.0041219413,-0.002442065,-0.001110586,0.00343
0.0013698251,-1.91E-04,0.001878544,0.00845
-0.0093523443,-0.005265702,0.002463374,0.00915
-0.0013671863,-0.012477424,0.002658318,-0.00208
0.0062634929,-0.030792908,5.14E-04,0.00544
-0.0067113315,0.02840172,-5.91E-06,0.00211
-0.0031514398,-0.004795096,0.001293715,0.00477
0.0069377207,0.012375671,-0.005984168,-0.0011
0.0157919232,0.025094757,0.005517486,0.00434
0.0025540985,0.005672712,-0.002280246,4.30E-04
0.0117056057,-0.022881636,-0.001110586,9.90E-04
-0.0029730034,0.013545827,0.007791824,0.00823
0.0130279471,0.01823917,0.005972353,0.00632
0.0170337958,-0.012401109,0.005517486,0.00947
-0.0125214839,0.007631452,0.005322543,0.00875
0.0018442907,0.013736613,0.005387524,0.0072
0.0076568373,-0.025107476,8.39E-04,0.0081
-0.0060040749,-0.052326321,-0.004424622,0.00261
0.0157828827,0.027244283,7.74E-04,0.00295
-0.0099760445,0.025005724,-0.005659263,0.00658
0.0090093879,-0.012286637,-0.001240548,0.00702
0.0062687066,0.027943833,-0.001175567,0.00674
-0.0011945458,-0.029113988,-0.005139414,0.00264
-0.0041524883,-0.033069624,-0.002475189,-0.00396
0.00128271,0.006588487,0.010715974,0.00991
0.0094279551,0.01614052,7.74E-04,0.01467
-0.0063712641,-0.007160846,5.79E-04,0.01195
-0.0112616872,-0.021597008,-0.004164698,0.004
0.0023722603,-5.98E-04,-0.005074433,-0.00511
0.0070870664,0.020528605,-0.005269376,0.00288
-0.0074200207,-0.033438478,-9.16E-04,-6.00E-04
-0.0116586604,0.047950955,-0.008713374,-0.00387
0.0151596077,0.03563888,-0.004814509,-0.00273
0.0031910454,-0.004400804,-0.00370983,-0.00222
-0.0065134271,0.011447178,-0.007478733,0.00146
-0.0012268812,0.032967872,-0.006568998,-0.00395
0.0042083171,-0.035588003,0.003892958,0.00886
-0.0074400709,0.019333011,0.001553639,0.00655
0.0025804809,-0.002696446,7.74E-04,0.0032
0.0026527595,-0.027918394,0.003243147,0.00591
1.52E-04,0.018557147,-0.00370983,-0.0017
-0.0073339131,0.035231869,-0.004164698,0.00558
-0.0029621509,-0.011561649,-0.006828922,-0.00359
6.03E-05,-0.033311287,-0.015731333,-0.0195
-0.0025088541,0.0016662,-0.005919187,1.80E-04
-0.0054096226,-0.039708987,-0.008128544,-0.00367
-0.0250280639,-0.025628959,-0.002605151,4.50E-04
-0.0018117567,6.61E-04,-0.005334357,-0.00243
0.005178574,-0.024000916,-0.007933601,-0.00166
0.0076010628,0.018175574,9.69E-04,0.00133
0.0043421457,-0.01823917,-0.008973299,-0.0053
0.0255765632,0.016827351,7.09E-04,-0.00293
0.0191730771,-0.035231869,-0.002215265,-0.00786
0.0071894101,-0.010187988,-0.012417297,-0.0145
0.0147706803,0.012070413,-0.009363185,-0.00865
0.0099566309,-0.011803312,-0.008648393,-0.00268
0.0131698088,0.001335504,3.84E-04,0.00297
0.0107799363,0.011536211,-0.002345227,-0.00442
-0.0064065632,-0.02519651,-0.005854206,-0.00425
0.0070979318,-0.003955636,-0.005269376,-0.01237
0.0010489243,-0.013037063,0.010780955,0.01095
0.0293729157,0.023161456,-0.002475189,-0.00302
0.0143247233,0.030398616,-0.005204395,0.00707
0.0056571474,-0.027053496,0.005972353,6.60E-04
-0.0014324266,-0.01962555,-0.002280246,-0.00748
0.0155482465,0.01795935,0.001683601,0.00935
0.0096821958,-0.036923507,-0.005139414,-0.00955
0.006411844,-0.001742515,-0.010012996,-0.00414
0.0099909353,-0.030894661,-7.21E-04,-0.00417
0.016645987,-0.009666506,-7.21E-04,0.0028
0.0084815422,0.001678919,-0.010532845,-0.01206
0.0018493601,0.006092442,-0.00903828,-0.01197
-0.0028503414,-0.020554043,-0.009558129,-0.00886
-0.0014438614,0.023504871,-0.007543715,-0.00896
-0.0013409482,-0.016674722,-0.015666352,-0.01307
0.0073952365,-0.001691638,-0.008843336,-0.00781
-0.008270435,-0.013304164,-0.002670132,-0.00471
0.0080470199,-0.013329602,-0.008063563,-5.40E-04
0.0025811871,-0.017081733,0.006297259,0.0111
-2.66E-04,0.019752741,-0.008128544,-0.00378
-0.0042110822,-0.037762967,0.005452505,6.80E-04
0.0080127155,0.023415838,-0.002670132,-0.00579
0.0053141035,-0.041006334,-0.001760397,2.10E-04
-0.0010436435,-0.036592811,-0.012742202,-0.01608
-4.38E-04,-0.008687136,-0.0161862,-0.02498
0.0082528462,-0.051944748,0.010391068,0.02268
-0.0049086048,0.012782682,0.002528355,0.01475
0.0075781932,-0.016216835,0.001878544,5.40E-04
5.23E-04,-0.038309888,0.005127599,-0.01607
0.0015977945,0.023441276,9.04E-04,-0.010688
-0.006246476,-0.024344331,-0.007413752,-0.003637474
-0.0110948298,-0.059677953,-0.021059783,-0.0124809435
0.012483721,-0.016216835,0.021437854,-0.0078006685
-0.006806781,-0.031823154,-0.008583412,-0.017805858
-0.0095282627,-0.072002747,-0.003060019,-0.014416385
-8.61E-04,-0.016572969,7.74E-04,-0.017577712
